Name,Manufacturer,Part #,Screen Size,Resolution,Refresh Rate,Response Time (G2G),Panel Type,Aspect Ratio,Color,Brightness,Pixel Pitch,Widescreen,Curved Screen,Frame Sync,Built-in Speakers,VESA Mounting,Viewing Angle,Inputs
HP V193b,HP ,L4S23A6#ABA ,"18.5"" ",1366 x 768 ,60 Hz ,5 ms ,TN ,16:9 ,,200 cd/m² ,0.3 mm ,Yes ,No ,None ,No ,,90° H x 65° V ,1 x VGA 
Samsung S19E200BR,Samsung ,S19E200BR ,"19"" ",1280 x 1024 ,60 Hz ,5 ms ,TN ,5:4 ,,250 cd/m² ,0.294 mm ,No ,No ,None ,No ,,170° H x 160° V , 1 x DVI | 1 x VGA | 
ViewSonic VA2409,ViewSonic ,VA2409 ,"23.6"" ",1920 x 1080 ,60 Hz ,5 ms ,TN ,16:9 ,,250 cd/m² ,0.272 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x DVI | 1 x VGA | 
BenQ GW2470H,BenQ ,GW2470H ,"23.8"" ",1920 x 1080 ,60 Hz ,4 ms ,VA ,16:9 ,,250 cd/m² ,0.274 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 2 x HDMI | 1 x VGA | 
HP Z23n,HP ,M2J79A8#ABA ,"23"" ",1920 x 1080 ,60 Hz ,7 ms ,IPS ,16:9 ,,250 cd/m² ,0.265 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Lenovo T2054p,Lenovo ,60D9MAR2US ,"19.5"" ",1440 x 900 ,60 Hz ,7 ms ,IPS ,16:10 ,,250 cd/m² ,0.292 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
LG 27MP58VQ-P,LG ,27MP58VQ-P ,"27"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,,250 cd/m² ,0.311 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DVI-D Single Link | 1 x HDMI | 1 x VGA | 
LG 34UC88,LG , 34UC88 | 34UC88-B | ,"34"" ",3440 x 1440 ,60 Hz ,5 ms ,IPS ,21:9 ,,300 cd/m² ,0.232 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
ViewSonic VX2757-mhd,ViewSonic ,VX2757-mhd ,"27"" ",1920 x 1080 ,,2 ms ,TN ,16:9 ,,300 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,Yes ,,170° H x 160° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Dell U2717D,Dell ,U2717D ,"27"" ",2560 x 1440 ,60 Hz ,6 ms ,IPS ,16:9 ,,350 cd/m² ,0.233 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x Mini-DisplayPort | 1 x HDMI | 
BenQ BL2411PT,BenQ ,BL2411PT ,"24"" ",1920 x 1200 ,60 Hz ,5 ms ,IPS ,16:10 ,,300 cd/m² ,0.269 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI | 1 x VGA | 
Samsung C22F390,Samsung ,C22F390 ,"22"" ",1920 x 1080 ,60 Hz ,4 ms ,VA ,16:9 ,,250 cd/m² ,0.254 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
LG 32MA68HY-P,LG ,32MA68HY-P ,"32"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,,,0.369 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
AOC AG241QG,AOC ,AG241QG ,"23.8"" ",2560 x 1440 ,165 Hz ,1 ms ,TN ,16:9 ,,350 cd/m² ,0.206 mm ,Yes ,No ,G-Sync ,Yes ,,170° H x 160° V , 1 x DisplayPort | 1 x HDMI | 
HP OMEN,HP , W9S97AA#ABA | HP-Omen-32-Monitor | ,"32"" ",2560 x 1440 ,75 Hz ,5 ms ,VA ,16:9 ,,300 cd/m² ,0.277 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
AOC AG271QX,AOC ,AG271QX ,"27"" ",2560 x 1440 ,144 Hz ,1 ms ,TN ,16:9 ,,350 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,Yes ,,170° H x 160° V , 1 x DisplayPort | 1 x DVI | 1 x HDMI | 1 x VGA | 
LG 27UD68-P,LG ,27UD68-P ,"27"" ",3840 x 2160 ,60 Hz ,5 ms ,IPS ,16:9 ,,350 cd/m² ,0.156 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
LG 24MP58VQ-P,LG ,24MP58VQ-P ,"23.8"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,,250 cd/m² ,0.274 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DVI-D Dual Link | 1 x HDMI | 1 x VGA | 
Dell U2917W,Dell ,U2917W ,"29"" ",2560 x 1080 ,60 Hz ,5 ms ,IPS ,21:9 ,,300 cd/m² ,0.265 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x Mini-DisplayPort | 2 x HDMI | 
Asus MX34VQ,Asus , MX34VQ | 90LM02M0-B01170 | ,"34"" ",3440 x 1440 ,100 Hz ,4 ms ,VA ,21:9 ,,300 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 3 x HDMI | 
LG 38UC99-W,LG ,38UC99-W ,"37.5"" ",3840 x 1600 ,75 Hz ,5 ms ,IPS ,12:5 ,,300 cd/m² ,0.229 mm ,Yes ,Yes ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Acer G247HYU,Acer , UM.QG7AA.001 | G247HYU smidp | ,"23.8"" ",2560 x 1440 ,60 Hz ,4 ms ,IPS ,16:9 ,,300 cd/m² ,0.206 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI | 1 x HDMI | 
Acer KG221Q,Acer , UM.WX1AA.001 | KG221Q bmix | KG221Q | ,"21.5"" ",1920 x 1080 ,75 Hz ,1 ms ,TN ,16:9 ,,250 cd/m² ,0.248 mm ,Yes ,No ,FreeSync ,Yes ,,170° H x 160° V , 1 x HDMI | 1 x VGA | 
AOC C4008VU8,AOC ,C4008VU8 ,"40"" ",3840 x 2160 ,60 Hz ,5 ms ,VA ,16:9 ,,300 cd/m² ,0.231 mm ,Yes ,Yes ,None ,Yes ,,178° H x 178° V , 2 x DisplayPort | 2 x HDMI | 1 x VGA | 
Dell U3417W,Dell , U3417W | FR3PK | ,"34"" ",3440 x 1440 ,60 Hz ,5 ms ,IPS ,21:9 ,,300 cd/m² ,0.232 mm ,Yes ,Yes ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x Mini-DisplayPort | 1 x HDMI | 
HP T3M84AA#ABA,HP ,T3M84AA#ABA ,"25"" ",1920 x 1080 ,60 Hz ,6 ms ,IPS ,16:9 ,,250 cd/m² ,0.288 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 2 x HDMI | 1 x VGA | 
LG 34UM59-B,LG ,34UM59-B ,"34"" ",2560 x 1080 ,75 Hz ,5 ms ,IPS ,21:9 ,,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V ,2 x HDMI 
AOC U3277PWQU,AOC ,U3277PWQU ,"32"" ",3840 x 2160 ,60 Hz ,4 ms ,,16:9 ,,350 cd/m² ,0.184 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI | 1 x HDMI | 1 x VGA | 
LG 32UD59-B,LG ,32UD59-B ,"32"" ",3840 x 2160 ,60 Hz ,5 ms ,VA ,16:9 ,,300 cd/m² ,0.184 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Acer ED242QR,Acer ,ED242QR ,"23.6"" ",1920 x 1080 ,75 Hz ,4 ms ,VA ,16:9 ,,250 cd/m² ,0.272 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Acer ED242QR wi,Acer ,ED242QR wi ,"23.6"" ",1920 x 1080 ,75 Hz ,4 ms ,VA ,16:9 ,,250 cd/m² ,0.272 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
LG 43UD79-B,LG , 43UD79-B | 43UD79-B.AEU | ,"42.51"" ",3840 x 2160 ,60 Hz ,5 ms ,IPS ,16:9 ,,350 cd/m² ,0.245 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 4 x HDMI | 
Acer Predator Z301C,Acer , UM.CZ1EE.001 | Predator Z301C | Z301C bmiphzx | UM.CZ1AA.001 | ,"30"" ",2560 x 1080 ,200 Hz ,4 ms ,VA ,21:9 ,Black / Red ,300 cd/m² ,0.274 mm ,Yes ,Yes ,G-Sync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
LG 34CB99-W,LG ,34CB99-W ,"34"" ",3440 x 1440 ,60 Hz ,5 ms ,IPS ,21:9 ,White ,30 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
LG 34CB88-P,LG ,34CB88-P ,"34"" ",3440 x 1440 ,75 Hz ,5 ms ,IPS ,21:9 ,Black ,300 cd/m² ,0.232 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
iiyama Prolite B2480HS-B2,iiyama , B2480HS-B1 | B2480HS-B2 | ,"23.6"" ",1920 x 1080 ,60 Hz ,1 ms ,TN ,16:9 ,,250 cd/m² ,0.272 mm ,Yes ,No ,None ,Yes ,,170° H x 160° V , 1 x DVI | 1 x HDMI | 1 x VGA | 
iiyama Prolite E2283HS-B1,iiyama ,E2283HS-B1 ,"22"" ",1920 x 1080 ,60 Hz ,1 ms ,TN ,16:9 ,,250 cd/m² ,0.254 mm ,Yes ,No ,None ,Yes ,,170° H x 160° V , 1 x DVI | 1 x HDMI | 1 x VGA | 
AOC E2470SWH,AOC ,e2470Swh ,"23.6"" ",1920 x 1080 ,60 Hz ,1 ms ,TN ,16:9 ,,250 cd/m² ,0.272 mm ,Yes ,No ,None ,Yes ,,170° H x 160° V , 1 x DVI | 1 x HDMI | 1 x VGA | 
AOC E2752VQ,AOC ,E2752VQ ,"27"" ",1920 x 1080 ,60 Hz ,2 ms ,TN ,16:9 ,,300 cd/m² ,0.311 mm ,Yes ,No ,None ,Yes ,,170° H x 160° V , 1 x DisplayPort | 1 x DVI | 1 x HDMI | 1 x VGA | 
iiyama Prolite X2380HS-B1,iiyama ,X2380HS-B1 ,"23"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,,250 cd/m² ,0.265 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DVI | 1 x HDMI | 1 x VGA | 
iiyama Prolite X2783HSU-B1,iiyama ,X2783HSU-B1 ,"27"" ",1920 x 1080 ,60 Hz ,4 ms ,VA ,16:9 ,,300 cd/m² ,0.311 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DVI | 1 x HDMI | 1 x VGA | 
iiyama Prolite XB2783HSU-B1DP,iiyama ,XB2783HSU-B1DP ,"27"" ",1920 x 1080 ,60 Hz ,4 ms ,VA ,16:9 ,,300 cd/m² ,0.311 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI | 1 x VGA | 
Philips 349X7FJEW/27,Philips , 349X7FJEW/27 | 349X7FJEW | ,"34"" ",3440 x 1440 ,60 Hz ,4 ms ,VA ,21:9 ,White ,300 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Pixio PX276,Pixio ,PX276 ,"27"" ",2560 x 1440 ,144 Hz ,1 ms ,TN ,16:9 ,Black ,300 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,,170° H x 160° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 2 x HDMI | 
LG 29UM69G-B,LG , 29UM69G-B | 29UM69G-B.AEU | ,"29"" ",2560 x 1080 ,75 Hz ,5 ms ,IPS ,21:9 ,Black / Red ,250 cd/m² ,0.265 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
iiyama G-MASTER SILVER CROW,iiyama ,GB2730QSU-B1 ,"27"" ",2560 x 1440 ,75 Hz ,1 ms ,TN ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,Yes ,,170° H x 160° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 1 x HDMI | 
Dell E2216H,Dell ,E2216H ,"21.5"" ",1920 x 1080 ,60 Hz ,5 ms ,TN ,16:9 ,,250 cd/m² ,0.248 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x DisplayPort | 1 x VGA | 
BenQ SW271,BenQ , SW271 | 9H.LGLLB.QBE | ,"27"" ",3840 x 2160 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.156 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
LG 27GK750F-B,LG , 27GK750F-B | 27GK750F-B.AEU | ,"27"" ",1920 x 1080 ,240 Hz ,1 ms ,TN ,16:9 ,Black ,400 cd/m² ,0.311 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,No ,,170° H x 160° V , 1 x DisplayPort | 2 x HDMI | 
Acer Predator Z1,Acer , Z321QU bmiphzx | UM.JZ1AA.001 | ,"31.5"" ",2560 x 1440 ,165 Hz ,4 ms ,VA ,16:9 ,Black / Red ,300 cd/m² ,0.272 mm ,Yes ,Yes ,G-Sync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
Samsung LS19F350HNWXXL,Samsung ,LS19F350HNWXXL ,"18.5"" ",1366 x 768 ,60 Hz ,14 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.3 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V ,1 x VGA 
Samsung LS34J550WQUXEN,Samsung , LS34J550WQUXEN | LS34J550WQRXEN | ,"34.1"" ",3440 x 1440 ,60 Hz ,4 ms ,VA ,21:9 ,Black ,250 cd/m² ,0.232 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Dell D3218HN,Dell ,D3218HN ,"31.5"" ",1920 x 1080 ,60 Hz ,8 ms ,IPS ,16:9 ,Silver ,299 cd/m² ,0.363 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Dell U3219Q,Dell , U3219Q | NK5R6 | 210-AQZZ | DELL-U3219Q | 210-AQUO | ,"31.5"" ",3840 x 2160 ,60 Hz ,5 ms ,IPS ,16:9 ,Silver ,400 cd/m² ,0.182 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
MSI Optix MAG240VC,MSI ,Optix MAG240VC ,"23.6"" ",1920 x 1080 ,144 Hz ,1 ms ,VA ,16:9 ,Black / Red ,250 cd/m² ,0.272 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI | 1 x HDMI | 
ViewSonic VX2758-C-MH,ViewSonic ,VX2758-C-MH ,"27"" ",1920 x 1080 ,144 Hz ,5 ms ,VA ,16:9 ,Black ,280 cd/m² ,0.311 mm ,Yes ,Yes ,FreeSync ,Yes ,,178° H x 178° V , 2 x HDMI | 1 x VGA | 
VIOTEK GN24CB,VIOTEK ,GN24CB ,"24"" ",1920 x 1080 ,144 Hz ,3 ms ,VA ,16:9 ,Black ,,0.277 mm ,Yes ,Yes ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Dell ST2410,Dell ,ST2410 ,"24"" ",1920 x 1080 ,60 Hz ,5 ms ,TN ,16:9 ,Black ,250 cd/m² ,0.277 mm ,Yes ,No ,None ,No ,,160° H x 160° V , 1 x DVI | 1 x HDMI | 1 x VGA | 
VIOTEK GFT27DB,VIOTEK ,GFT27DB ,"27"" ",2560 x 1440 ,144 Hz ,1 ms ,TN ,16:9 ,Black ,220 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,Yes ,,170° H x 160° V , 1 x DisplayPort | 3 x HDMI | 
Dell E2318H,Dell ,E2318H ,"23"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.265 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x VGA | 
Dell U2419HX,Dell ,U2419HX ,"23.8"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Silver / Black ,250 cd/m² ,0.274 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
MSI Optix MAG241CR,MSI , Optix MAG241CR | 9S6-3EA25T-029 | ,"23.6"" ",1920 x 1080 ,144 Hz ,1 ms ,VA ,16:9 ,Black ,300 cd/m² ,0.272 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Dell U2719DC,Dell , U2719DC | DELL-U2719DC | ,"27"" ",2560 x 1440 ,60 Hz ,5 ms ,IPS ,16:9 ,Silver ,350 cd/m² ,0.233 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 
VIOTEK GN35DR,VIOTEK ,GN35DR ,"35"" ",2560 x 1080 ,144 Hz ,4 ms ,VA ,21:9 ,Black / Red ,250 cd/m² ,0.32 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DVI | 1 x HDMI | 
Acer V277U,Acer , V277U | UM.HV7AA.003 | V277U bmiipx | ,"27"" ",2560 x 1440 ,75 Hz ,4 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Titan Army C34SW,Titan Army ,C34SW ,"34"" ",3440 x 1440 ,100 Hz ,,VA ,21:9 ,Silver ,250 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x DVI | 1 x HDMI | 
HP 27q,HP ,1HR73AA#ABB ,"27"" ",2560 x 1440 ,60 Hz ,5 ms ,PLS ,16:9 ,Silver ,350 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 1 x VGA | 
MSI Optix MAG321CURV,MSI , OPTIX MAG321CURV | 9S6-3DA25A-001 | MAG321CURV | ,"31.5"" ",3840 x 2160 ,60 Hz ,4 ms ,VA ,16:9 ,Black ,300 cd/m² ,0.182 mm ,Yes ,Yes ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
HP Z27,HP ,2TB68A8 ,"27"" ",3840 x 2160 ,60 Hz ,8 ms ,IPS ,16:9 ,Black ,350 cd/m² ,0.156 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x Mini-DisplayPort | 1 x HDMI | 
MSI Optix MAG322CQRV,MSI , Optix MAG322CQRV | 9S6-3DA45A-001 | ,"31.5"" ",2560 x 1440 ,144 Hz ,1 ms ,VA ,16:9 ,Black ,300 cd/m² ,0.272 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Acer BM270 bmiipphuzx,Acer , UM.HB0AA.003 | BM270 bmiipphuzx | ,"27"" ",3840 x 2160 ,60 Hz ,4 ms ,IPS ,16:9 ,Black ,1000 cd/m² ,0.156 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x Mini-DisplayPort | 2 x HDMI | 
Acer V206HQL Cbmp,Acer ,UM.IV6AA.C01 ,"19.5"" ",1920 x 1080 ,60 Hz ,5 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.225 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V ,1 x VGA 
Acer B247Y bmiprx,Acer ,UM.QB7AA.003 ,"23.8"" ",1920 x 1080 ,75 Hz ,4 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Acer KA200HQ Bbi,Acer ,UM.IX0AA.B01 ,"19.5"" ",1600 x 900 ,60 Hz ,5 ms ,TN ,16:9 ,Black ,200 cd/m² ,0.27 mm ,Yes ,No ,None ,No ,,90° H x 65° V , 1 x HDMI | 1 x VGA | 
Acer V277 bmipx,Acer ,UM.HV7AA.001 ,"27"" ",1920 x 1080 ,75 Hz ,4 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Asus ProArt PA34VC,Asus , PA34VC | 90LM04A0-B01370 | ,"34"" ",3440 x 1440 ,100 Hz ,5 ms ,IPS ,21:9 ,Black ,300 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Acer KG271U bmiippx,Acer ,UM.HX1AA.011 ,"27"" ",2560 x 1440 ,75 Hz ,1 ms ,TN ,16:9 ,Black ,350 cd/m² ,0.233 mm ,Yes ,No ,FreeSync ,Yes ,,170° H x 160° V , 2 x DisplayPort | 2 x HDMI | 
BenQ ZOWIE XL2546 DIVINA,BenQ ,9H.LG9LB.QKA ,"24.5"" ",1920 x 1080 ,240 Hz ,1 ms ,TN ,16:9 ,White / Pink ,320 cd/m² ,0.282 mm ,Yes ,No ,None ,No ,,170° H x 160° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 2 x HDMI | 
BenQ ZOWIE XL2731,BenQ , XL2731 | 9H.LHRLB.QBE | ,"27"" ",1920 x 1080 ,144 Hz ,1 ms ,TN ,16:9 ,,320 cd/m² ,0.311 mm ,Yes ,No ,FreeSync ,No ,,170° H x 160° V , 1 x DisplayPort | 1 x DVI-D Dual Link | 2 x HDMI | 
Asus VA229HR,Asus , VA229HR | 90LM0351-B014B0 | ,"21.5"" ",1920 x 1080 ,75 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.248 mm ,Yes ,No ,None ,Yes ,100 x 100 ,178° H x 178° V , 1 x HDMI | 1 x VGA | 
HP N246v,HP ,1RM28A6#ABA ,"23.8"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
HP EliteDisplay S240n,HP ,W9A88A8#ABA ,"23.8"" ",1920 x 1080 ,,7 ms ,IPS ,16:9 ,Black ,250 cd/m² ,0.274 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VirtualLink | 
HP EliteDisplay E202,HP ,M1F41A8#ABA ,"20"" ",1600 x 900 ,60 Hz ,,IPS ,16:9 ,Black ,250 cd/m² ,0.277 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
Philips 278E9QJAB,Philips ,278E9QJAB ,"27"" ",1920 x 1080 ,75 Hz ,4 ms ,VA ,16:9 ,Silver ,250 cd/m² ,0.311 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 1 x HDMI | 1 x VGA | 
V7 L236E-3N,V7 ,L236E-3N ,"23.6"" ",1920 x 1080 ,60 Hz ,5 ms ,VA ,16:9 ,Black ,250 cd/m² ,0.272 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x DVI-D Dual Link | 1 x VGA | 
ViewEra V172SV2,ViewEra ,V172SV2 ,"17"" ",1280 x 1024 ,60 Hz ,5 ms ,TN ,5:4 ,Black ,250 cd/m² ,0.263 mm ,No ,No ,None ,Yes ,,170° H x 160° V , 1 x S-Video | 1 x VGA | 
BenQ Zowie RL2455S,BenQ ,RL2455S ,"24"" ",1920 x 1080 ,75 Hz ,1 ms ,TN ,16:9 ,Black ,250 cd/m² ,0.277 mm ,Yes ,No ,None ,Yes ,,170° H x 160° V , 1 x DVI-D Dual Link | 2 x HDMI | 1 x VGA | 
Pixio PX5 Hayabusa,Pixio ,PX5 ,"24.5"" ",1920 x 1080 ,240 Hz ,1 ms ,TN ,16:9 ,Black ,400 cd/m² ,0.282 mm ,Yes ,No ,FreeSync ,No ,,170° H x 160° V ,
Westinghouse WC34DX9019,Westinghouse ,WC34DX9019 ,"34"" ",3440 x 1440 ,100 Hz ,,VA ,21:9 ,Black ,350 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
VIOTEK GFV24C,VIOTEK , 109013NH | GFV24C | VTK-GFV24C | ,"24"" ",1920 x 1080 ,144 Hz ,,VA ,16:9 ,Black ,220 cd/m² ,0.277 mm ,Yes ,No ,FreeSync ,No ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Dell S2319HN,Dell ,S2319HN ,"23"" ",1920 x 1080 ,60 Hz ,5 ms ,IPS ,16:9 ,Silver / Black ,250 cd/m² ,0.265 mm ,Yes ,No ,None ,No ,,178° H x 178° V , 1 x HDMI | 1 x VGA | 
Nixeus NX-EDG34S,Nixeus ,NX-EDG34S ,"34"" ",3440 x 1440 ,144 Hz ,4 ms ,VA ,21:9 ,Black ,400 cd/m² ,0.232 mm ,Yes ,Yes ,FreeSync Premium ,No ,,178° H x 178° V , 2 x DisplayPort | 2 x HDMI | 
Acer EI491CR Pbmiiipx,Acer ,UM.SE1AA.P01 ,"49"" ",3840 x 1080 ,144 Hz ,4 ms ,VA ,32:9 ,Black ,400 cd/m² ,0.312 mm ,Yes ,Yes ,FreeSync Premium Pro ,Yes ,,178° H x 178° V , 1 x DisplayPort | 3 x HDMI | 
Asus VP28UQGL,Asus ,90LM03M0-B021B0 ,"28"" ",3840 x 2160 ,60 Hz ,1 ms ,TN ,16:9 ,Black ,300 cd/m² ,0.161 mm ,Yes ,No ,FreeSync ,No ,,170° H x 160° V , 1 x DisplayPort | 2 x HDMI | 
Acer Nitro XV273 Xbmiiprzx,Acer , XV273 Xbmiiprzx | UM.HX3AA.X01 | ,"27"" ",1920 x 1080 ,240 Hz ,,IPS ,16:9 ,Black / Silver ,400 cd/m² ,0.311 mm ,Yes ,No , FreeSync | G-Sync Compatible | ,Yes ,,178° H x 178° V , 1 x DisplayPort | 2 x HDMI | 
Acer Predator XN253Q Xbmiprzx,Acer , XN253Q Xbmiprzx | UM.KX3EE.X01 | ,"24.5"" ",1920 x 1080 ,240 Hz ,1 ms ,TN ,16:9 ,Black / Silver ,400 cd/m² ,0.282 mm ,Yes ,No ,G-Sync ,Yes ,,170° H x 160° V , 1 x DisplayPort | 1 x HDMI | 
Philips 43BDL3010Q,Philips ,43BDL3010Q ,"42.5"" ",1920 x 1080 ,60 Hz ,6.5 ms ,VA ,16:9 ,,350 cd/m² ,0.49 mm ,Yes ,No ,None ,Yes ,,178° H x 178° V , 1 x DVI-I Dual Link | 2 x HDMI | 
