Name,Manufacturer,Part #,Series,Microarchitecture,Core Family,Socket,Core Count,Thread Count,Performance Core Clock,Performance Core Boost Clock,L2 Cache,L3 Cache,TDP,Integrated Graphics,Maximum Supported Memory,ECC Support,Includes Cooler,Packaging,Lithography,Includes CPU Cooler,Simultaneous Multithreading,Efficiency Core Clock,Efficiency Core Boost Clock,Model
Intel Core i3-9320,Intel ,CM8068403376914 ,Intel Core i3 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,4.0,4.0,3.7 GHz ,4.4 GHz ,1 MB ,8 MB ,62 W ,None ,64 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,No ,,,
Intel Core i3-9350K,Intel ,CM8068403376821 ,Intel Core i3 ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,4.0,4.0,4 GHz ,4.6 GHz ,1 MB ,8 MB ,91 W ,Intel HD Graphics 630 ,64 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,No ,,,
Intel Xeon E-2134,Intel ,CM8068403654319 ,Intel Xeon E ,Coffee Lake ,Coffee Lake ,LGA1151 ,4.0,8.0,3.5 GHz ,4.5 GHz ,1 MB ,8 MB ,71 W ,None ,64 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Xeon E-2274G,Intel ,BX80684E2274G ,Intel Xeon E ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,4.0,8.0,4 GHz ,4.9 GHz ,1 MB ,8 MB ,83 W ,Intel HD Graphics P630 ,128 GB ,Yes ,No ,Boxed ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Xeon E-2278G,Intel ,CM8068404225303 ,Intel Xeon E ,Coffee Lake Refresh ,Coffee Lake Refresh ,LGA1151 ,8.0,16.0,3.4 GHz ,5 GHz ,2 MB ,16 MB ,80 W ,Intel HD Graphics P630 ,128 GB ,Yes ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
Intel Pentium G3240,Intel ,CM8064601562018 ,Intel Pentium ,Haswell Refresh ,Haswell Refresh ,LGA1150 ,2.0,2.0,3.1 GHz ,,0.5 MB ,3 MB ,53 W ,Intel HD Graphics ,,No ,No ,OEM/Tray ,22 nm ,No ,No ,,,
Intel Core i9-7940X,Intel ,CD8067303734701 ,Intel Core i9 ,Skylake ,Skylake-X ,LGA2066 ,14.0,28.0,3.1 GHz ,4.4 GHz ,14 MB ,19.25 MB ,165 W ,None ,128 GB ,No ,No ,OEM/Tray ,14 nm ,No ,Yes: Hyper-Threading ,,,
AMD Athlon II X2 240,AMD ,ADX240OCGQBOX ,AMD Athlon II X2 ,K10 ,Regor ,AM3 ,2.0,2.0,2.8 GHz ,,2 MB ,0 MB ,65 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
AMD Athlon II X2 250,AMD ,ADX250OCGQBOX ,AMD Athlon II X2 ,K10 ,Regor ,AM3 ,2.0,2.0,3 GHz ,,2 MB ,0 MB ,65 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
AMD Athlon II X2 255,AMD ,ADX255OCGQBOX ,AMD Athlon II X2 ,K10 ,Regor ,AM3 ,2.0,2.0,3.1 GHz ,,2 MB ,0 MB ,65 W ,None ,,No ,Yes ,Boxed ,45 nm ,Yes ,No ,,,
