Name,URL,Image,Screen Size,Resolution,Refresh Rate,Response Time (G2G),Panel Type,Aspect Ratio,Price
iiyama Prolite X2888HS-B2,https://pcpartpicker.com/product/GXfhP6/iiyama-prolite-x2888hs-b2-280-1920x1080-75hz-monitor-x2888hs-b2,https://cdna.pcpartpicker.com/static/forever/images/product/865ebeb70cef84b4c6a406b54d5e0ac8.256p.jpg,"27.0""",1920 x 1080,60 Hz,1 ms,TN,16:9,
Acer ET430K wmiiqppx,https://pcpartpicker.com/product/3w7v6h/acer-et430k-wmiiqppx-430-3840x2160-60hz-monitor-umme0aa001,https://cdna.pcpartpicker.com/static/forever/images/product/9b1fa4ac61596cea6393cd5ee727aaf2.256p.jpg,"21.5""",1920 x 1080,60 Hz,5 ms,VA,16:9,
Samsung T220,https://pcpartpicker.com/product/pxbwrH/samsung-t220-220-1680x1050-60hz-monitor-t220,https://m.media-amazon.com/images/I/31PdRw0LuJL.jpg,"28.0""",1920 x 1080,75 Hz,5 ms,VA,16:9,
iiyama G-MASTER GOLD PHOENIX,https://pcpartpicker.com/product/zFbwrH/iiyama-g3266hs-b1-315-1920x1080-144hz-monitor-g3266hs-b1,https://cdna.pcpartpicker.com/static/forever/images/product/7fcb8e59bfd68cac73cb8a4734d41538.256p.jpg,"43.0""",3840 x 2160,60 Hz,5 ms,IPS,16:9,
iiyama G-MASTER RED EAGLE,https://pcpartpicker.com/product/ZzhKHx/iiyama-g-master-red-eagle-270-1920x1080-144hz-monitor-gb2788hs-b2,https://cdna.pcpartpicker.com/static/forever/images/product/cf6d0aa887812e203ba9fbd8cc5d7071.256p.jpg,"22.0""",1680 x 1050,60 Hz,2 ms,TN,16:10,
LG 32UK950-W,https://pcpartpicker.com/product/FbTPxr/lg-32uk950-w-320-3840x2160-60hz-monitor-32uk950-w,https://m.media-amazon.com/images/I/41BmuMhy53L.jpg,"31.5""",1920 x 1080,144 Hz,3 ms,VA,16:9,
HP T3U85AA,https://pcpartpicker.com/product/QsPKHx/hp-t3u85aa-207-1920x1080-60hz-monitor-t3u85aa,/static/forever/img/no-image.png,"27.0""",1920 x 1080,144 Hz,1 ms,TN,16:9,
Acer R271 bid,https://pcpartpicker.com/product/VmBTwP/acer-r271-bid-270-1920x1080-60hz-monitor-r271-bid,https://m.media-amazon.com/images/I/61yGnDvpjiL.jpg,"32.0""",3840 x 2160,60 Hz,5 ms,IPS,16:9,
ViewSonic XG2702,https://pcpartpicker.com/product/ZW7v6h/viewsonic-xg2702-270-1920x1080-144hz-monitor-xg2702,https://cdna.pcpartpicker.com/static/forever/images/product/09a0eefd51a902471c406150587713ba.256p.jpg,"20.7""",1920 x 1080,60 Hz,5 ms,TN,16:9,
ViewSonic VX3258-2KC-MHD,https://pcpartpicker.com/product/2dw7YJ/viewsonic-vx3258-2kc-mhd-315-2560x1440-144hz-monitor-vx3258-2kc-mhd,https://m.media-amazon.com/images/I/41d8j5MDXtL.jpg,"27.0""",1920 x 1080,60 Hz,4 ms,IPS,16:9,
Pixio PXC32,https://pcpartpicker.com/product/hFHRsY/pixio-pxc32-315-2560x1440-144hz-monitor-pxc32,/static/forever/img/no-image.png,"27.0""",1920 x 1080,144 Hz,1 ms,TN,16:9,
Pixio PX329,https://pcpartpicker.com/product/g6dxFT/pixio-px329-315-2560x1440-165hz-monitor-px329,https://m.media-amazon.com/images/I/311Zc9GZj2L.jpg,"31.5""",2560 x 1440,144 Hz,5 ms,VA,16:9,
Samsung S24H850,https://pcpartpicker.com/product/Z2MwrH/samsung-s24h850-238-2560x1440-60hz-monitor-s24h850,https://cdna.pcpartpicker.com/static/forever/images/product/386869814b3b4439644a7e12348b20fd.256p.jpg,"31.5""",2560 x 1440,144 Hz,4 ms,PVA,16:9,
HP Envy 27,https://pcpartpicker.com/product/GbQG3C/hp-envy-27-270-3840x2160-60hz-monitor-envy-27,https://m.media-amazon.com/images/I/519y5HpkFBL.jpg,"31.5""",2560 x 1440,165 Hz,5 ms,VA,16:9,
ViewSonic VX2376-smhd,https://pcpartpicker.com/product/hWTPxr/viewsonic-vx2376-smhd-230-1920x1080-60hz-monitor-vx2376-smhd,https://m.media-amazon.com/images/I/41R8txGS2wL.jpg,"23.8""",2560 x 1440,60 Hz,5 ms,PLS,16:9,
AOC 27V2Q,https://pcpartpicker.com/product/KnBTwP/aoc-27v2q-270-1920x1080-75hz-monitor-27v2q,https://cdna.pcpartpicker.com/static/forever/images/product/34cdc4706911eb2867a85256844f181d.256p.jpg,"27.0""",3840 x 2160,60 Hz,14 ms,IPS,16:9,
LG 32UL950-W,https://pcpartpicker.com/product/FnBTwP/lg-32ul950-w-320-3840x2160-60hz-monitor-32ul950-w,https://cdna.pcpartpicker.com/static/forever/images/product/396461769ebb70a11d9e22c8ea45d463.256p.jpg,"23.0""",1920 x 1080,60 Hz,7 ms,IPS,16:9,
LG 34GK950G,https://pcpartpicker.com/product/wzrmP6/lg-34gk950g-340-3440x1440-monitor-34gk950g,https://cdna.pcpartpicker.com/static/forever/images/product/56c033f634f9d89e12020bcf46fe5f25.256p.jpg,"27.0""",1920 x 1080,75 Hz,5 ms,IPS,16:9,
LG 34GK950G-B,https://pcpartpicker.com/product/DcsmP6/lg-34gk950g-b-340-3440x1440-120-hz-monitor-34gk950g-b,https://m.media-amazon.com/images/I/51kmJA8-bRL.jpg,"32.0""",3840 x 2160,60 Hz,5 ms,IPS,16:9,
Asus VA326H,https://pcpartpicker.com/product/rwQG3C/asus-va326h-315-1920x1080-144-hz-monitor-va326h,https://cdna.pcpartpicker.com/static/forever/images/product/d9a65ff6221f16281b69b0e5fd40682a.256p.jpg,"34.0""",3440 x 1440,120 Hz,5 ms,IPS,21:9,
Lenovo Y27F,https://pcpartpicker.com/product/ppsmP6/lenovo-y27f-270-1920x1080-144-hz-monitor-y27,https://images-na.ssl-images-amazon.com/images/I/31Cka0QnYOL.jpg,"34.0""",3440 x 1440,120 Hz,1 ms,IPS,21:9,
Acer Nitro VG240YU bmiipx,https://pcpartpicker.com/product/8wQG3C/acer-nitro-vg240yu-bmiipx-238-2560-x-1440-75-hz-monitor-nitro-vg240yu,https://cdna.pcpartpicker.com/static/forever/images/product/50cb4f2196404be79d1d7efec70373d9.256p.jpg,"31.5""",1920 x 1080,144 Hz,4 ms,VA,16:9,
Samsung LC27JG52QQNXZA,https://pcpartpicker.com/product/QdRzK8/samsung-lc27jg52qqnxza-270-2560x1440-144-hz-monitor-lc27jg52qqnxza,https://cdna.pcpartpicker.com/static/forever/images/product/63889bf378e28e65b2a8dd3690e5a76f.256p.jpg,"27.0""",1920 x 1080,144 Hz,7 ms,VA,16:9,
LG 24MK400H,https://pcpartpicker.com/product/phHRsY/lg-24mk400h-235-1920x1080-75-hz-monitor-24mk400h,https://cdna.pcpartpicker.com/static/forever/images/product/36009ceeda17706c25528bd04cf4116c.256p.jpg,"23.8""",2560 x 1440,75 Hz,1 ms,IPS,16:9,
Acer XF240YU bmiidprzx,https://pcpartpicker.com/product/vfQG3C/acer-xf240yu-bmiidprzx-238-2560x1440-144-hz-monitor-xf240yu-bmiidprzx,https://images-eu.ssl-images-amazon.com/images/I/51qjrsYPtdL.jpg,"27.0""",2560 x 1440,144 Hz,4 ms,VA,16:9,
HP W1707,https://pcpartpicker.com/product/2p7v6h/hp-w1707-170-1440x900-60-hz-monitor-w1707,https://m.media-amazon.com/images/I/41GwCZOwTYL.jpg,"23.5""",1920 x 1080,75 Hz,1 ms,TN,16:9,
Dell P2418HZM,https://pcpartpicker.com/product/G9gzK8/dell-p2418hzm-238-1920x1080-60-hz-monitor-p2418hzm,https://cdna.pcpartpicker.com/static/forever/images/product/ee0d35d74a71dbd39bba4be863ce677d.256p.jpg,"23.8""",2560 x 1440,144 Hz,1 ms,TN,16:9,
Dell U2419HC,https://pcpartpicker.com/product/YMsmP6/dell-u2419hc-238-1920x1080-60-hz-monitor-u2419hc,https://cdna.pcpartpicker.com/static/forever/images/product/1ca0514d1802258fdf2648dc7e0b4d9a.256p.jpg,"17.0""",1440 x 900,60 Hz,8 ms,TN,16:10,
Asus VP248QG,https://pcpartpicker.com/product/9fw7YJ/asus-vp248qg-240-1920x1080-60-hz-monitor-vp248qg,https://cdna.pcpartpicker.com/static/forever/images/product/02e94a87ab481e79583e6fd0c1d004e7.256p.jpg,"23.8""",1920 x 1080,60 Hz,6 ms,IPS,16:9,
Asus ROG Swift PG258Q Call of Duty: Black Ops 4 Special Edition,https://pcpartpicker.com/product/CD97YJ/asus-rog-swift-pg258q-call-of-duty-black-ops-4-special-edition-245-1920x1080-240-hz-monitor-pg258q-cod,/static/forever/img/no-image.png,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,
Samsung CH711,https://pcpartpicker.com/product/YhCD4D/samsung-ch711-269-2560x1440-60-hz-monitor-lc27h711qenxza,https://cdna.pcpartpicker.com/static/forever/images/product/985eae9c4cc002c2babb03d8a34183ef.256p.jpg,"24.0""",1920 x 1080,75 Hz,1 ms,TN,16:9,
VIOTEK GN27C2,https://pcpartpicker.com/product/snc48d/viotek-gn27c2-270-1920x1080-144-hz-monitor-gn27c2,https://m.media-amazon.com/images/I/41nXLOq3KmL.jpg,"24.5""",1920 x 1080,240 Hz,1 ms,TN,16:9,
LG 32GK850F-B,https://pcpartpicker.com/product/MdsmP6/lg-32gk850f-b-320-2560x1440-144-hz-monitor-32gk850f-b,/static/forever/img/no-image.png,"26.9""",2560 x 1440,60 Hz,4 ms,VA,16:9,
LG 24MK600M-W,https://pcpartpicker.com/product/7hRzK8/lg-24mk600m-w-238-1920x1080-60-hz-monitor-24mk600m-w,https://cdna.pcpartpicker.com/static/forever/images/product/e37121eda7bce665747ed2c54b73020e.256p.jpg,"27.0""",1920 x 1080,144 Hz,6 ms,VA,16:9,
Eizo FS2735,https://pcpartpicker.com/product/bpdxFT/eizo-fs2735-270-2560x1440-144-hz-monitor-fs2735,https://m.media-amazon.com/images/I/31qLhTyTrTL.jpg,"32.0""",2560 x 1440,144 Hz,1 ms,VA,16:9,
AOC AG273QCX,https://pcpartpicker.com/product/nBkj4D/aoc-ag273qcx-270-2560x1440-144-hz-monitor-ag273qcx,https://cdna.pcpartpicker.com/static/forever/images/product/a6b516d1b1c258c2e521146e0570e335.256p.jpg,"23.8""",1920 x 1080,75 Hz,5 ms,IPS,16:9,
AOC AG272FCX6,https://pcpartpicker.com/product/p9qhP6/aoc-ag272fcx6-270-1920x1080-144-hz-monitor-ag272fcx6,https://cdna.pcpartpicker.com/static/forever/images/product/b06ba7d243974641993931ed38481c7c.256p.jpg,"27.0""",2560 x 1440,144 Hz,4 ms,IPS,16:9,
VIOTEK GN27DB,https://pcpartpicker.com/product/BmdxFT/viotek-gn27db-270-2560x1440-144-hz-monitor-gn27db,https://m.media-amazon.com/images/I/61xR-H94O9L.jpg,"27.0""",2560 x 1440,144 Hz,1 ms,VA,16:9,
MSI Oculux NXG252R,https://pcpartpicker.com/product/9kvbt6/msi-oculux-nxg252r-245-1920x1080-240-hz-monitor-nxg252r,https://cdna.pcpartpicker.com/static/forever/images/product/71c5ad1c96cc0c012b982d98d4f610ca.256p.jpg,"27.0""",1920 x 1080,144 Hz,1 ms,VA,16:9,
MSI Optix MAG270VC,https://pcpartpicker.com/product/TXDJ7P/msi-optix-mag270vc-270-1920x1080-144-hz-monitor-optix-mag270vc,https://cdna.pcpartpicker.com/static/forever/images/product/e1e17b24f32461456a80c1094aa435a4.256p.jpg,"27.0""",2560 x 1440,144 Hz,5 ms,VA,16:9,
Acer VW237Q,https://pcpartpicker.com/product/HdL48d/acer-vw237q-225-1920x1200-60-hz-monitor-umev7aa001,https://cdna.pcpartpicker.com/static/forever/images/product/7a2b3b3cba212e84e95f3133bbda081c.256p.jpg,"24.5""",1920 x 1080,240 Hz,1 ms,TN,16:9,
Acer B276HUL Cymiippprzx,https://pcpartpicker.com/product/KWkj4D/acer-b276hul-cymiippprzx-270-2560x1440-60-hz-monitor-umhb6aac04,https://cdna.pcpartpicker.com/static/forever/images/product/986ffddc7730adb89d3f286ef2589314.256p.jpg,"27.0""",1920 x 1080,144 Hz,1 ms,VA,16:9,
Acer EB275U bmiiiprx,https://pcpartpicker.com/product/Fz448d/acer-eb275u-bmiiiprx-270-2560x1440-75-hz-monitor-umhe5aa001,https://cdna.pcpartpicker.com/static/forever/images/product/1de9debba4cc68c880c3f125a29679e4.256p.jpg,"22.5""",1920 x 1200,60 Hz,4 ms,IPS,16:10,
Acer KA270H Dbi,https://pcpartpicker.com/product/VJKcCJ/acer-ka270h-dbi-270-1920x1080-75-hz-monitor-umhx0aad01,https://cdna.pcpartpicker.com/static/forever/images/product/917a860c2792abc673cb12de71aa3a05.256p.jpg,"27.0""",2560 x 1440,60 Hz,5 ms,IPS,16:9,428.88
Acer V246HYL Cbi,https://pcpartpicker.com/product/bqtQzy/acer-v246hyl-cbi-238-1920x1080-60-hz-monitor-umqv6aac04,https://cdna.pcpartpicker.com/static/forever/images/product/1d732b3acf81bc36be07b8d985267709.256p.jpg,"27.0""",2560 x 1440,75 Hz,5 ms,IPS,16:9,
Asus Designo MX279HS,https://pcpartpicker.com/product/HhtKHx/asus-designo-mx279hs-270-1920x1080-76-hz-monitor-mx279hs,https://cdna.pcpartpicker.com/static/forever/images/product/4d60dbaaaff8f82b3f3d0fa512a1ebf4.256p.jpg,"27.0""",1920 x 1080,75 Hz,4 ms,TN,16:9,
Acer B246HYL ymipr,https://pcpartpicker.com/product/KFjJ7P/acer-b246hyl-ymipr-238-1920x1080-60-hz-monitor-umqb6aa002,https://cdna.pcpartpicker.com/static/forever/images/product/ab1cbdcbe661035a464a5a5919b37450.256p.jpg,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,
Acer VG271 Pbmiipx,https://pcpartpicker.com/product/sXKcCJ/acer-vg271-pbmiipx-270-1920x1080-144-hz-monitor-umhv1aap02,https://cdna.pcpartpicker.com/static/forever/images/product/e3a6baf3b0ba8ad6deea9c5fc830ded1.256p.jpg,"27.0""",1920 x 1080,76 Hz,5 ms,IPS,16:9,
Acer BW257 bmiprx,https://pcpartpicker.com/product/JVdxFT/acer-bw257-bmiprx-250-1920x1200-75-hz-monitor-umkb7aa002,https://cdna.pcpartpicker.com/static/forever/images/product/b90f1d053f8f40474557e0c32c5b73ac.256p.jpg,"23.8""",1920 x 1080,60 Hz,5 ms,IPS,16:9,
AOC 20E1H,https://pcpartpicker.com/product/Mg97YJ/aoc-20e1h-195-1600x900-60-hz-monitor-20e1h,https://cdna.pcpartpicker.com/static/forever/images/product/9e6d31ce72a5ead8c486a61a80b79e86.256p.jpg,"27.0""",1920 x 1080,144 Hz,1 ms,IPS,16:9,
Asus PB278QV,https://pcpartpicker.com/product/T8JmP6/asus-pb278qv-270-2560x1440-75-hz-monitor-pb278qv,https://cdna.pcpartpicker.com/static/forever/images/product/a8448436537db58b9202e3389157639f.256p.jpg,"25.0""",1920 x 1200,75 Hz,4 ms,IPS,16:10,
Dell E1910H,https://pcpartpicker.com/product/97zkcf/dell-e1910h-185-1360x768-60-hz-monitor-e1910h,https://cdna.pcpartpicker.com/static/forever/images/product/bd4057bcc3a9b1aff524da1c2b013908.256p.jpg,"19.5""",1600 x 900,60 Hz,5 ms,TN,16:9,
HP Z23n G2,https://pcpartpicker.com/product/tqtQzy/hp-z23n-g2-230-1920x1080-60-hz-monitor-1js06a4aba,https://cdna.pcpartpicker.com/static/forever/images/product/f15624537a788aecb96412d607832612.256p.jpg,"27.0""",2560 x 1440,75 Hz,5 ms,IPS,16:9,
HP Z24nf G2,https://pcpartpicker.com/product/gNtQzy/hp-z24nf-g2-238-1920x1080-60-hz-monitor-1js07a8,https://cdna.pcpartpicker.com/static/forever/images/product/fb7cfc22ca30b7038cafb0e2e5dcaf0a.256p.jpg,"18.5""",1360 x 768,60 Hz,5 ms,TN,16:9,
HP VH27,https://pcpartpicker.com/product/W8GxFT/hp-vh27-270-1920x1080-monitor-2kz36a6aba,https://cdna.pcpartpicker.com/static/forever/images/product/877f84a87d92d819773ae2c915d9d59f.256p.jpg,"23.0""",1920 x 1080,60 Hz,5 ms,IPS,16:9,
HP N223,https://pcpartpicker.com/product/8DYLrH/hp-n223-215-1920x1080-60-hz-monitor-n223,https://cdna.pcpartpicker.com/static/forever/images/product/bfa0ca226776963f6f732f3557a217f1.256p.jpg,"23.8""",1920 x 1080,60 Hz,5.4 ms,IPS,16:9,
HP V194,https://pcpartpicker.com/product/PjTPxr/hp-v194-185-1366x768-60-hz-monitor-v5e94a6aba,https://cdna.pcpartpicker.com/static/forever/images/product/29d2942c7d03592900f5989f55dba809.256p.jpg,"27.0""",1920 x 1080,,,IPS,16:9,
HP Z24i G2,https://pcpartpicker.com/product/c3PKHx/hp-z24i-g2-240-1920x1200-60-hz-monitor-1js08a8aba,https://cdna.pcpartpicker.com/static/forever/images/product/7850abb83e609e306a8864a5d318cd4b.256p.jpg,"21.5""",1920 x 1080,60 Hz,5 ms,TN,16:9,179.00
HP ProDisplay P223,https://pcpartpicker.com/product/dNtQzy/hp-prodisplay-p223-215-1920x1080-60-hz-monitor-p223-x7r61aaaba,/static/forever/img/no-image.png,"18.5""",1366 x 768,60 Hz,5 ms,TN,16:9,
HP ProDisplay P223A,https://pcpartpicker.com/product/QBkj4D/hp-prodisplay-p223a-215-1920x1080-60-hz-monitor-x7r62aaaba,https://cdna.pcpartpicker.com/static/forever/images/product/fbf1e291f87b266dd5c3e26d687acab7.256p.jpg,"24.0""",1920 x 1200,60 Hz,14 ms,IPS,16:10,
HP VH22 ,https://pcpartpicker.com/product/wTbwrH/hp-vh22-215-1920x1080-60-hz-monitor-v9e67aa,https://cdna.pcpartpicker.com/static/forever/images/product/cef8945adabc0819013ad10f233ed122.256p.jpg,"21.5""",1920 x 1080,60 Hz,5 ms,VA,16:9,
HP P274,https://pcpartpicker.com/product/9xFKHx/hp-p274-270-1920x1080-60-hz-monitor-5qg36a8aba,https://cdna.pcpartpicker.com/static/forever/images/product/4c45e06fa648eae80ab127c8273b5c37.256p.jpg,"21.5""",1920 x 1080,60 Hz,5 ms,VA,16:9,
Lenovo T24i 10,https://pcpartpicker.com/product/mtVD4D/lenovo-t24i-10-238-1920x1080-60-hz-monitor-61a6mar3us,https://cdna.pcpartpicker.com/static/forever/images/product/81244d05eb30e7a7cdc2656529ed0614.256p.jpg,"21.5""",1920 x 1080,60 Hz,5 ms,TN,16:9,139.00
Lenovo L22e-20,https://pcpartpicker.com/product/Qb848d/lenovo-l22e-20-215-1920x1080-60-hz-monitor-65dekcc1us,https://cdna.pcpartpicker.com/static/forever/images/product/a8b05352c966fa5b01b5888c82b01801.256p.jpg,"27.0""",1920 x 1080,60 Hz,,IPS,16:9,
Lenovo D24f-10,https://pcpartpicker.com/product/cKpmP6/lenovo-d24f-10-236-1920x1080-144-hz-monitor-65ebgcc1us,https://cdna.pcpartpicker.com/static/forever/images/product/7a17ebc444445c6d51c13ff26d8897ad.256p.jpg,"23.8""",1920 x 1080,60 Hz,6 ms,IPS,16:9,
LG 27BK400H-B,https://pcpartpicker.com/product/xQkj4D/lg-27bk400h-b-270-1920x1080-75-hz-monitor-27bk400h-b,https://cdna.pcpartpicker.com/static/forever/images/product/22701c7b0e93ee596a50fc5483f3ceaf.256p.jpg,"21.5""",1920 x 1080,60 Hz,4 ms,VA,16:9,
LG 34BK650-W,https://pcpartpicker.com/product/sCTPxr/lg-34bk650-w-340-2560x1080-60-hz-monitor-34bk650,https://cdna.pcpartpicker.com/static/forever/images/product/1316f83c670fd3c0fdae002eade47ac1.256p.jpg,"23.6""",1920 x 1080,144 Hz,1 ms,TN,16:9,
LG 38BK95C-W,https://pcpartpicker.com/product/yTKcCJ/lg-38bk95c-w-375-3840x1600-60-hz-monitor-38bk95c-w,https://cdna.pcpartpicker.com/static/forever/images/product/2952f78733d037959af979bb71636d65.256p.jpg,"27.0""",1920 x 1080,75 Hz,2 ms,TN,16:9,199.99
LG 34WK95U-W,https://pcpartpicker.com/product/W4x2FT/lg-34wk95u-w-340-5120x2160-60-hz-monitor-34wk95u-w,https://cdna.pcpartpicker.com/static/forever/images/product/95928612dc62c38c4673292ac6c134a5.256p.jpg,"34.0""",2560 x 1080,60 Hz,5 ms,IPS,21:9,
LG 27BK430H-B,https://pcpartpicker.com/product/zvprxr/lg-27bk430h-b-270-1920x1080-75-hz-monitor-27bk430h-b,https://cdna.pcpartpicker.com/static/forever/images/product/9690f473cbe98c890711a88643bdb152.256p.jpg,"37.5""",3840 x 1600,60 Hz,5 ms,IPS,12:5,
NEC EA271F-BK,https://pcpartpicker.com/product/CRc48d/nec-ea271f-bk-270-1920x1080-60-hz-monitor-ea271f-bk,https://cdna.pcpartpicker.com/static/forever/images/product/de6be2746876d3064367ee76aacae869.256p.jpg,"34.0""",5120 x 2160,60 Hz,5 ms,IPS,64:27,
NEC EA271U-BK-SV,https://pcpartpicker.com/product/s3PKHx/nec-ea271u-bk-sv-270-3840x2160-60-hz-monitor-ea271u-bk-sv,https://cdna.pcpartpicker.com/static/forever/images/product/67653e864724a9db52dd4cf8489623b0.256p.jpg,"27.0""",1920 x 1080,75 Hz,5 ms,IPS,16:9,210.00
Philips 276E9QDSB,https://pcpartpicker.com/product/8wWfrH/philips-276e9qdsb-270-1920x1080-75-hz-monitor-276e9qdsb,https://cdna.pcpartpicker.com/static/forever/images/product/d2bdb612d487fa307aae277d7e0481c8.256p.jpg,"27.0""",1920 x 1080,60 Hz,6 ms,IPS,16:9,383.30
Philips 328B6QJEB,https://pcpartpicker.com/product/LBCD4D/philips-328b6qjeb-315-2560x1440-60-hz-monitor-328b6qjeb,https://cdna.pcpartpicker.com/static/forever/images/product/41a1ced33e1cc51dfbf4b1c54d547a4b.256p.jpg,"27.0""",3840 x 2160,60 Hz,5 ms,IPS,16:9,
Philips 243S5LDAB,https://pcpartpicker.com/product/ysTPxr/philips-243s5ldab-236-1920x1080-60-hz-monitor-243s5ldab,https://cdna.pcpartpicker.com/static/forever/images/product/6eb87bc43523924afa35860bb321e89f.256p.jpg,"27.0""",1920 x 1080,75 Hz,4 ms,IPS,16:9,
Philips 271B8QJEB,https://pcpartpicker.com/product/RsDJ7P/philips-271b8qjeb-270-1920x1080-60-hz-monitor-271b8qjeb,https://cdna.pcpartpicker.com/static/forever/images/product/1e82ca288bd9ffffb3e731134e718dca.256p.jpg,"31.5""",2560 x 1440,60 Hz,5 ms,IPS,16:9,
HP Z32,https://pcpartpicker.com/product/yRc48d/hp-z32-315-3840x2160-60-hz-monitor-1aa81a8aba,https://cdna.pcpartpicker.com/static/forever/images/product/308eb4e90bd272e457c024b7a88114f1.256p.jpg,"23.6""",1920 x 1080,60 Hz,1 ms,TN,16:9,
BenQ SW270C,https://pcpartpicker.com/product/xDZzK8/benq-sw270c-270-2560x1440-60-hz-monitor-sw270c,https://cdna.pcpartpicker.com/static/forever/images/product/462a6eae529ca38878bf3a96a3e12497.256p.jpg,"27.0""",1920 x 1080,60 Hz,5 ms,IPS,16:9,
Samsung CR500,https://pcpartpicker.com/product/B9rYcf/samsung-cr500-269-1920x1080-60-hz-monitor-lc27r500fhnxza,https://cdna.pcpartpicker.com/static/forever/images/product/46fddc897cbb8683ea81cdfe6160c2d6.256p.jpg,"31.5""",3840 x 2160,60 Hz,,IPS,16:9,
AXM 2778,https://pcpartpicker.com/product/xbCFf7/axm-2778-270-1920x1080-240-hz-monitor-2778,/static/forever/img/no-image.png,"27.0""",2560 x 1440,60 Hz,5 ms,IPS,16:9,
HP 24yh,https://pcpartpicker.com/product/RqPgXL/hp-24yh-238-1920x1080-60-hz-monitor-3ua73aaaba,https://cdna.pcpartpicker.com/static/forever/images/product/d07603ecf2ecaadf9c9e3e30a90b31a0.256p.jpg,"26.9""",1920 x 1080,60 Hz,4 ms,VA,16:9,
Philips 226E9QDSB/27,https://pcpartpicker.com/product/NGhmP6/philips-226e9qdsb27-215-1920x1080-75-hz-monitor-226e9qdsb27,https://m.media-amazon.com/images/I/51nulhRO7IL.jpg,"27.0""",1920 x 1080,240 Hz,1 ms,TN,16:9,
Asus VX279C,https://pcpartpicker.com/product/RGhmP6/asus-vx279c-270-1920x1080-75-hz-monitor-vx279c,https://cdna.pcpartpicker.com/static/forever/images/product/c86ae4da43c78b0c16356d4684cc0305.256p.jpg,"23.8""",1920 x 1080,60 Hz,5 ms,,16:9,
MSI Optix MPG341CQRV,https://pcpartpicker.com/product/cGJmP6/msi-optix-mpg341cqrv-340-3440x1440-120-hz-monitor-optix-mpg341cqrv,https://cdna.pcpartpicker.com/static/forever/images/product/a8cd69f67237d7b36c735ce07f0e6647.256p.jpg,"21.5""",1920 x 1080,75 Hz,4 ms,IPS,16:9,
Acer VG270U bmiipx,https://pcpartpicker.com/product/LJkgXL/acer-vg270u-bmiipx-270-2560x1440-75-hz-monitor-umhv0aa005,https://cdna.pcpartpicker.com/static/forever/images/product/7e51036659fd1b160a9b3d418ac3c2c8.256p.jpg,"27.0""",1920 x 1080,75 Hz,5 ms,IPS,16:9,
Acer ED322QR Pbmiipx,https://pcpartpicker.com/product/GGjNnQ/acer-ed322qr-pbmiipx-315-1920x1080-144-hz-monitor-umje2aap01,https://cdna.pcpartpicker.com/static/forever/images/product/f69ac8b59f49f867b554d3631407dcb3.256p.jpg,"34.0""",3440 x 1440,120 Hz,1 ms,VA,21:9,
Acer Predator CG437K Pbmiiippuzx,https://pcpartpicker.com/product/nh2bt6/acer-predator-cg437k-pbmiiippuzx-430-3840x2160-120-hz-monitor-ummc7aap01,https://m.media-amazon.com/images/I/51XPNAT27ML.jpg,"27.0""",2560 x 1440,75 Hz,,IPS,16:9,
Acer VG270 Pbiip,https://pcpartpicker.com/product/gByqqs/acer-vg270-pbiip-270-1920x1080-144-hz-monitor-umhv0aap02,https://cdna.pcpartpicker.com/static/forever/images/product/d9ae47f18f889c4865581c302a2e4dea.256p.jpg,"31.5""",1920 x 1080,144 Hz,4 ms,VA,16:9,
MSI Optix MAG272QR,https://pcpartpicker.com/product/wXYQzy/msi-optix-mag272qr-270-2560x1440-165-hz-monitor-optix-mag272qr,https://cdna.pcpartpicker.com/static/forever/images/product/a0a2e999d596819e7a4e8245aaea4128.256p.jpg,"43.0""",3840 x 2160,120 Hz,,VA,16:9,
Asus VG258Q,https://pcpartpicker.com/product/V6mFf7/asus-vg258q-245-1920x1080-144-hz-monitor-vg258q,https://cdna.pcpartpicker.com/static/forever/images/product/c29197d932edb30f57b7e3ab8ac7650e.256p.jpg,"27.0""",1920 x 1080,144 Hz,,IPS,16:9,
Samsung LS27F354FHNXZA,https://pcpartpicker.com/product/WQdrxr/samsung-ls27f354fhnxza-270-1920x1080-60-hz-monitor-ls27f354fhnxza,https://cdna.pcpartpicker.com/static/forever/images/product/1655953bf4411452430aff575160afe3.256p.jpg,"27.0""",2560 x 1440,165 Hz,1 ms,VA,16:9,
ViewSonic VX2776-4K-MHD,https://pcpartpicker.com/product/PFYQzy/viewsonic-vx2776-4k-mhd-270-3840x2160-monitor-vx2776-4k-mhd,https://cdna.pcpartpicker.com/static/forever/images/product/d7d764e165c5cac591cbc324b626708a.256p.jpg,"24.5""",1920 x 1080,144 Hz,1 ms,TN,16:9,
Acer B277K bmiipprzx,https://pcpartpicker.com/product/xzGnTW/acer-b277k-bmiipprzx-270-3840x2160-60-hz-monitor-b277k-bmiipprzx-umhb7aa005,https://cdna.pcpartpicker.com/static/forever/images/product/7fda90829d19c12173b0ba85282ebbc1.256p.jpg,"27.0""",1920 x 1080,60 Hz,4 ms,PLS,16:9,
